Printing array with 7202 lines:
1 pointer: 000001ECE2321313, len: 0 <>
399 pointer: 000001ECE23074D4 <   Still they blow noses, cough, and sneeze,>
400 pointer: 000001ECE2307502 <   Still everywhere, without, within,>
401 pointer: 000001ECE2307529 <   The lamps illuminating shine;>
402 pointer: 000001ECE230754B <   The steed benumbed still pawing stands>
403 pointer: 000001ECE2307576 <   And of the irksome harness tires,>
404 pointer: 000001ECE230759C <   And still the coachmen round the fires(11)>
405 pointer: 000001ECE23075CB <   Abuse their masters, rub their hands:>
406 pointer: 000001ECE23075F5 <   But Eugene long hath left the press>
407 pointer: 000001ECE230761D <   To array himself in evening dress.>
408 pointer: 000001ECE2307644 <>
409 pointer: 000001ECE2307646 <   [Note 11: In Russia large fires are lighted in winter time in front>
410 pointer: 000001ECE230768E <   of the theatres for the benefit of the menials, who, considering>
411 pointer: 000001ECE23076D3 <   the state of the thermometer, cannot be said to have a jovial>
412 pointer: 000001ECE2307715 <   time of it. But in this, as in other cases, ''habit'' alleviates>
413 pointer: 000001ECE230775A <   their lot, and they bear the cold with a wonderful equanimity.]>
414 pointer: 000001ECE230779E <>
415 pointer: 000001ECE23077A0 <   XX>
416 pointer: 000001ECE23077A7 <>
417 pointer: 000001ECE23077A9 <   Faithfully shall I now depict,>
418 pointer: 000001ECE23077CC <   Portray the solitary den>
419 pointer: 000001ECE23077E9 <   Wherein the child of fashion strict>
420 pointer: 000001ECE2307811 <   Dressed him, undressed, and dressed again?>
421 pointer: 000001ECE2307840 <   All that industrial London brings>
422 pointer: 000001ECE2307866 <   For tallow, wood and other things>
423 pointer: 000001ECE230788C <   Across the Baltic's salt sea waves,>
424 pointer: 000001ECE23078B4 <   All which caprice and affluence craves,>
425 pointer: 000001ECE23078E0 <   All which in Paris eager taste,>
426 pointer: 000001ECE2307904 <   Choosing a profitable trade,>
427 pointer: 000001ECE2307925 <   For our amusement ever made>
428 pointer: 000001ECE2307945 <   And ease and fashionable waste,->
429 pointer: 000001ECE230796A <   Adorned the apartment of Eugene,>
430 pointer: 000001ECE230798F <   Philosopher just turned eighteen.>
431 pointer: 000001ECE23079B5 <>
432 pointer: 000001ECE23079B7 <   XXI>
433 pointer: 000001ECE23079BF <>
434 pointer: 000001ECE23079C1 <   China and bronze the tables weight,>
435 pointer: 000001ECE23079E9 <   Amber on pipes from Stamboul glows,>
436 pointer: 000001ECE2307A11 <   And, joy of souls effeminate,>
437 pointer: 000001ECE2307A33 <   Phials of crystal scents enclose.>
438 pointer: 000001ECE2307A59 <   Combs of all sizes, files of steel,>
439 pointer: 000001ECE2307A81 <   Scissors both straight and curved as well,>
440 pointer: 000001ECE2307AB0 <   Of thirty different sorts, lo! brushes>
441 pointer: 000001ECE2307ADB <   Both for the nails and for the tushes.>
442 pointer: 000001ECE2307B06 <   Rousseau, I would remark in passing,(12)>
443 pointer: 000001ECE2307B33 <   Could not conceive how serious Grimm>
444 pointer: 000001ECE2307B5C <   Dared calmly cleanse his nails 'fore him,>
445 pointer: 000001ECE2307B8A <   Eloquent raver all-surpassing,->
446 pointer: 000001ECE2307BAE <   The friend of liberty and laws>
447 pointer: 000001ECE2307BD1 <   In this case quite mistaken was.>
448 pointer: 000001ECE2307BF6 <>
449 pointer: 000001ECE2307BF8 <   [Note 12: ''Tout le monde sut qu'il (Grimm) mettait du blanc; et>
450 pointer: 000001ECE2307C3D <   moi, qui n'en croyait rien, je commençai de le croire, non>
451 pointer: 000001ECE2307C7D <   seulement par l'embellissement de son teint, et pour avoir trouve>
452 pointer: 000001ECE2307CC3 <   des tasses de blanc sur la toilette, mais sur ce qu'entrant un>
453 pointer: 000001ECE2307D06 <   matin dans sa chambre, je le trouvais brossant ses ongles avec>
454 pointer: 000001ECE2307D49 <   une petite vergette faite expres, ouvrage qu'il continua fierement>
455 pointer: 000001ECE2307D90 <   devant moi. Je jugeai qu'un homme qui passe deux heures tous les>
456 pointer: 000001ECE2307DD5 <   matins a brosser ses ongles peut bien passer quelques instants a>
457 pointer: 000001ECE2307E1A <   remplir de blanc les creux de sa peau.''>
458 pointer: 000001ECE2307E47 <                             _Confessions de J. J. Rousseau_]>
459 pointer: 000001ECE2307E86 <>
460 pointer: 000001ECE2307E88 <   XXII>
461 pointer: 000001ECE2307E91 <>
462 pointer: 000001ECE2307E93 <   The most industrious man alive>
463 pointer: 000001ECE2307EB6 <   May yet be studious of his nails;>
464 pointer: 000001ECE2307EDC <   What boots it with the age to strive?>
465 pointer: 000001ECE2307F06 <   Custom the despot soon prevails.>
466 pointer: 000001ECE2307F2B <   A new Kaverine Eugene mine,>
467 pointer: 000001ECE2307F4B <   Dreading the world's remarks malign,>
468 pointer: 000001ECE2307F74 <   Was that which we are wont to call>
469 pointer: 000001ECE2307F9B <   A fop, in dress pedantical.>
470 pointer: 000001ECE2307FBB <   Three mortal hours per diem he>
471 pointer: 000001ECE2307FDE <   Would loiter by the looking-glass,>
472 pointer: 000001ECE2308005 <   And from his dressing-room would pass>
473 pointer: 000001ECE230802F <   Like Venus when, capriciously,>
474 pointer: 000001ECE2308052 <   The goddess would a masquerade>
475 pointer: 000001ECE2308075 <   Attend in male attire arrayed.>
476 pointer: 000001ECE2308098 <>
477 pointer: 000001ECE230809A <   XXIII>
478 pointer: 000001ECE23080A4 <>
479 pointer: 000001ECE23080A6 <   On this artistical retreat>
480 pointer: 000001ECE23080C5 <   Having once fixed your interest,>
481 pointer: 000001ECE23080EA <   I might to connoisseurs repeat>
482 pointer: 000001ECE230810D <   The style in which my hero dressed;>
483 pointer: 000001ECE2308135 <   Though I confess I hardly dare>
484 pointer: 000001ECE2308158 <   Describe in detail the affair,>
485 pointer: 000001ECE230817B <   Since words like pantaloons, vest, coat,>
486 pointer: 000001ECE23081A8 <   To Russ indigenous are not;>
487 pointer: 000001ECE23081C8 <   And also that my feeble verse->
488 pointer: 000001ECE23081EB <   Pardon I ask for such a sin->
489 pointer: 000001ECE230820C <   With words of foreign origin>
490 pointer: 000001ECE230822D <   Too much I'm given to intersperse,>
491 pointer: 000001ECE2308254 <   Though to the Academy I come>
492 pointer: 000001ECE2308275 <   And oft its Dictionary thumb.(13)>
493 pointer: 000001ECE230829B <>
494 pointer: 000001ECE230829D <   [Note 13: Refers to Dictionary of the Academy, compiled during the>
495 pointer: 000001ECE23082E4 <   reign of Catherine II under the supervision of Lomonossoff.]>
496 pointer: 000001ECE2308325 <>
497 pointer: 000001ECE2308327 <   XXIV>
498 pointer: 000001ECE2308330 <>
499 pointer: 000001ECE2308332 <   But such is not my project now,>
500 pointer: 000001ECE2308356 <   So let us to the ball-room haste,>
501 pointer: 000001ECE230837C <   Whither at headlong speed doth go>
502 pointer: 000001ECE23083A2 <   Eugene in hackney carriage placed.>
503 pointer: 000001ECE23083C9 <   Past darkened windows and long streets>
504 pointer: 000001ECE23083F4 <   Of slumbering citizens he fleets,>
505 pointer: 000001ECE230841A <   Till carriage lamps, a double row,>
506 pointer: 000001ECE2308441 <   Cast a gay lustre on the snow,>
507 pointer: 000001ECE2308464 <   Which shines with iridescent hues.>
508 pointer: 000001ECE230848B <   He nears a spacious mansion's gate,>
509 pointer: 000001ECE23084B3 <   By many a lamp illuminate,>
510 pointer: 000001ECE23084D2 <   And through the lofty windows views>
511 pointer: 000001ECE23084FA <   Profiles of lovely dames he knows>
512 pointer: 000001ECE2308520 <   And also fashionable beaux.>
513 pointer: 000001ECE2308540 <>
514 pointer: 000001ECE2308542 <   XXV>
515 pointer: 000001ECE230854A <>
516 pointer: 000001ECE230854C <   Our hero stops and doth alight,>
517 pointer: 000001ECE2308570 <   Flies past the porter to the stair,>
518 pointer: 000001ECE2308598 <   But, ere he mounts the marble flight,>
519 pointer: 000001ECE23085C2 <   With hurried hand smooths down his hair.>
520 pointer: 000001ECE23085EF <   He enters: in the hall a crowd,>
521 pointer: 000001ECE2308613 <   No more the music thunders loud,>
522 pointer: 000001ECE2308638 <   Some a mazurka occupies,>
523 pointer: 000001ECE2308655 <   Crushing and a confusing noise;>
524 pointer: 000001ECE2308679 <   Spurs of the Cavalier Guard clash,>
525 pointer: 000001ECE23086A0 <   The feet of graceful ladies fly,>
526 pointer: 000001ECE23086C5 <   And following them ye might espy>
527 pointer: 000001ECE23086EA <   Full many a glance like lightning flash,>
528 pointer: 000001ECE2308717 <   And by the fiddle's rushing sound>
529 pointer: 000001ECE230873D <   The voice of jealousy is drowned.>
530 pointer: 000001ECE2308763 <>
531 pointer: 000001ECE2308765 <   XXVI>
532 pointer: 000001ECE230876E <>
533 pointer: 000001ECE2308770 <   In my young days of wild delight>
534 pointer: 000001ECE2308795 <   On balls I madly used to dote,>
535 pointer: 000001ECE23087B8 <   Fond declarations they invite>
536 pointer: 000001ECE23087DA <   Or the delivery of a note.>
537 pointer: 000001ECE23087F9 <   So hearken, every worthy spouse,>
538 pointer: 000001ECE230881E <   I would your vigilance arouse,>
539 pointer: 000001ECE2308841 <   Attentive be unto my rhymes>
540 pointer: 000001ECE2308861 <   And due precautions take betimes.>
541 pointer: 000001ECE2308887 <   Ye mothers also, caution use,>
542 pointer: 000001ECE23088A9 <   Upon your daughters keep an eye,>
543 pointer: 000001ECE23088CE <   Employ your glasses constantly,>
544 pointer: 000001ECE23088F2 <   For otherwise-God only knows!>
545 pointer: 000001ECE2308914 <   I lift a warning voice because>
546 pointer: 000001ECE2308937 <   I long have ceased to offend the laws.>
547 pointer: 000001ECE2308962 <>
548 pointer: 000001ECE2308964 <   XXVII>
549 pointer: 000001ECE230896E <>
550 pointer: 000001ECE2308970 <   Alas! life's hours which swiftly fly>
551 pointer: 000001ECE2308999 <   I've wasted in amusements vain,>
552 pointer: 000001ECE23089BD <   But were it not immoral I>
553 pointer: 000001ECE23089DB <   Should dearly like a dance again.>
554 pointer: 000001ECE2308A01 <   I love its furious delight,>
555 pointer: 000001ECE2308A21 <   The crowd and merriment and light,>
556 pointer: 000001ECE2308A48 <   The ladies, their fantastic dress,>
557 pointer: 000001ECE2308A6F <   Also their feet-yet ne'ertheless>
558 pointer: 000001ECE2308A94 <   Scarcely in Russia can ye find>
559 pointer: 000001ECE2308AB7 <   Three pairs of handsome female feet;>
560 pointer: 000001ECE2308AE0 <   Ah! I still struggle to forget>
561 pointer: 000001ECE2308B03 <   A pair; though desolate my mind,>
562 pointer: 000001ECE2308B28 <   Their memory lingers still and seems>
563 pointer: 000001ECE2308B51 <   To agitate me in my dreams.>
564 pointer: 000001ECE2308B71 <>
565 pointer: 000001ECE2308B73 <   XXVIII>
566 pointer: 000001ECE2308B7E <>
567 pointer: 000001ECE2308B80 <   When, where, and in what desert land,>
568 pointer: 000001ECE2308BAA <   Madman, wilt thou from memory raze>
569 pointer: 000001ECE2308BD1 <   Those feet? Alas! on what far strand>
570 pointer: 000001ECE2308BFA <   Do ye of spring the blossoms graze?>
571 pointer: 000001ECE2308C22 <   Lapped in your Eastern luxury,>
572 pointer: 000001ECE2308C45 <   No trace ye left in passing by>
573 pointer: 000001ECE2308C68 <   Upon the dreary northern snows,>
574 pointer: 000001ECE2308C8C <   But better loved the soft repose>
575 pointer: 000001ECE2308CB1 <   Of splendid carpets richly wrought.>
576 pointer: 000001ECE2308CD9 <   I once forgot for your sweet cause>
577 pointer: 000001ECE2308D00 <   The thirst for fame and man's applause,>
578 pointer: 000001ECE2308D2C <   My country and an exile's lot;>
579 pointer: 000001ECE2308D4F <   My joy in youth was fleeting e'en>
580 pointer: 000001ECE2308D75 <   As your light footprints on the green.>
581 pointer: 000001ECE2308DA0 <>
582 pointer: 000001ECE2308DA2 <   XXIX>
583 pointer: 000001ECE2308DAB <>
584 pointer: 000001ECE2308DAD <   Diana's bosom, Flora's cheeks,>
585 pointer: 000001ECE2308DD0 <   Are admirable, my dear friend,>
586 pointer: 000001ECE2308DF3 <   But yet Terpsichore bespeaks>
587 pointer: 000001ECE2308E14 <   Charms more enduring in the end.>
588 pointer: 000001ECE2308E39 <   For promises her feet reveal>
589 pointer: 000001ECE2308E5A <   Of untold gain she must conceal,>
590 pointer: 000001ECE2308E7F <   Their privileged allurements fire>
591 pointer: 000001ECE2308EA5 <   A hidden train of wild desire.>
592 pointer: 000001ECE2308EC8 <   I love them, O my dear Elvine,(14)>
593 pointer: 000001ECE2308EEF <   Beneath the table-cloth of white,>
594 pointer: 000001ECE2308F15 <   In winter on the fender bright,>
595 pointer: 000001ECE2308F39 <   In springtime on the meadows green,>
596 pointer: 000001ECE2308F61 <   Upon the ball-room's glassy floor>
597 pointer: 000001ECE2308F87 <   Or by the ocean's rocky shore.>
598 pointer: 000001ECE2308FAA <>
599 pointer: 000001ECE2308FAC <   [Note 14: _Elvine_, or _Elvina_, was not improbably the owner of the>
600 pointer: 000001ECE2308FF5 <   seductive feet apostrophized by the poet, since, in 1816, he wrote>
601 pointer: 000001ECE230903C <   an ode, ''To Her,'' which commences thus:>
602 pointer: 000001ECE230906A <>
603 pointer: 000001ECE230906C <   ''Elvina, my dear, come, give me thine hand,'' and so forth.]>
604 pointer: 000001ECE23090AE <>
605 pointer: 000001ECE23090B0 <   XXX>
606 pointer: 000001ECE23090B8 <>
607 pointer: 000001ECE23090BA <   Beside the stormy sea one day>
608 pointer: 000001ECE23090DC <   I envied sore the billows tall,>
609 pointer: 000001ECE2309100 <   Which rushed in eager dense array>
610 pointer: 000001ECE2309126 <   Enamoured at her feet to fall.>
611 pointer: 000001ECE2309149 <   How like the billow I desired>
612 pointer: 000001ECE230916B <   To kiss the feet which I admired!>
613 pointer: 000001ECE2309191 <   No, never in the early blaze>
614 pointer: 000001ECE23091B2 <   Of fiery youth's untutored days>
615 pointer: 000001ECE23091D6 <   So ardently did I desire>
616 pointer: 000001ECE23091F3 <   A young Armida's lips to press,>
617 pointer: 000001ECE2309217 <   Her cheek of rosy loveliness>
618 pointer: 000001ECE2309238 <   Or bosom full of languid fire,->
619 pointer: 000001ECE230925C <   A gust of passion never tore>
620 pointer: 000001ECE230927D <   My spirit with such pangs before.>
621 pointer: 000001ECE23092A3 <>
622 pointer: 000001ECE23092A5 <   XXXI>
623 pointer: 000001ECE23092AE <>
624 pointer: 000001ECE23092B0 <   Another time, so willed it Fate,>
625 pointer: 000001ECE23092D5 <   Immersed in secret thought I stand>
626 pointer: 000001ECE23092FC <   And grasp a stirrup fortunate->
627 pointer: 000001ECE230931F <   Her foot was in my other hand.>
628 pointer: 000001ECE2309342 <   Again imagination blazed,>
629 pointer: 000001ECE2309360 <   The contact of the foot I raised>
630 pointer: 000001ECE2309385 <   Rekindled in my withered heart>
631 pointer: 000001ECE23093A8 <   The fires of passion and its smart->
632 pointer: 000001ECE23093D0 <   Away! and cease to ring their praise>
633 pointer: 000001ECE23093F9 <   For ever with thy tattling lyre,>
634 pointer: 000001ECE230941E <   The proud ones are not worth the fire>
635 pointer: 000001ECE2309448 <   Of passion they so often raise.>
636 pointer: 000001ECE230946C <   The words and looks of charmers sweet>
637 pointer: 000001ECE2309496 <   Are oft deceptive-like their feet.>
638 pointer: 000001ECE23094BD <>
639 pointer: 000001ECE23094BF <   XXXII>
640 pointer: 000001ECE23094C9 <>
641 pointer: 000001ECE23094CB <   Where is Oneguine? Half asleep,>
642 pointer: 000001ECE23094EF <   Straight from the ball to bed he goes,>
643 pointer: 000001ECE230951A <   Whilst Petersburg from slumber deep>
644 pointer: 000001ECE2309542 <   The drum already doth arouse.>
645 pointer: 000001ECE2309564 <   The shopman and the pedlar rise>
646 pointer: 000001ECE2309588 <   And to the Bourse the cabman plies;>
647 pointer: 000001ECE23095B0 <   The Okhtenka with pitcher speeds,(15)>
648 pointer: 000001ECE23095DA <   Crunching the morning snow she treads;>
649 pointer: 000001ECE2309605 <   Morning awakes with joyous sound;>
650 pointer: 000001ECE230962B <   The shutters open; to the skies>
651 pointer: 000001ECE230964F <   In column blue the smoke doth rise;>
652 pointer: 000001ECE2309677 <   The German baker looks around>
